name,ave_retweet,ave_favorite,retweet_count,favorite_count,tweet_count,state,district_N,party
Aaron Swisher,3.163265306122449,5.566326530612245,620,1091,196,Idaho,02,Democratic
Abby Finkenauer,23.77179487179487,77.4076923076923,9271,30189,390,Iowa,01,Democratic
Abigail Spanberger,29.395604395604394,75.64497041420118,34775,89488,1183,Virginia,07,Democratic
Adam Kinzinger,10.333333333333334,27.444444444444443,279,741,27,Illinois,16,Republican
Adam Smith,1.5245901639344261,6.202185792349726,279,1135,183,Washington,09,Democratic
Adriano Espaillat,9.25,42.25,74,338,8,New York,13,Democratic
Adrienne Bell,17.7882096069869,37.97307132459971,24441,52175,1374,Texas,14,Democratic
Aftab Pureval,49.841791044776116,183.66268656716417,16697,61527,335,Ohio,01,Democratic
Aja Smith,48.151051625239006,65.2906309751434,50366,68294,1046,California,41,Republican
Alan LaPolice,3.7719298245614037,7.0701754385964914,215,403,57,Kansas,01,Democratic
Alan Lowenthal,0.7063106796116505,1.9466019417475728,291,802,412,California,47,Democratic
Alexander Mooney,2.2933333333333334,6.306666666666667,172,473,75,West Virginia,02,Republican
Alexandria Ocasio-Cortez,716.1731620903454,3512.950841452613,1617119,7932243,2258,New York,14,Democratic
Alfred Lawson,0.48226950354609927,1.2624113475177305,68,178,141,Florida,05,Democratic
Alma Adams,3.0,9.333333333333334,27,84,9,North Carolina,12,Democratic
Alyse Galvin,6.543367346938775,19.433673469387756,2565,7618,392,Alaska,00,Democratic
Ameer Benno,0.6699507389162561,1.5467980295566504,136,314,203,New York,04,Republican
Ami Bera,3.9283018867924526,7.856603773584905,1041,2082,265,California,07,Democratic
Amie Hoeber,0.5194805194805194,2.4155844155844157,40,186,77,Maryland,06,Republican
Ammar Campa-Najjar,71.59370078740157,210.1748031496063,45462,133461,635,California,50,Democratic
Amy McGrath,148.87246376811595,562.472463768116,154083,582159,1035,Kentucky,06,Democratic
Andie Saizan,1.7431192660550459,3.5825688073394497,380,781,218,Louisiana,06,Democratic
Andre Carson,2.4468085106382977,6.595744680851064,115,310,47,Indiana,07,Democratic
Andrew Grant,1.4923076923076923,3.917948717948718,582,1528,390,California,07,Republican
Andrew Janz,772.5857487922706,1755.1497584541062,1279402,2906528,1656,California,22,Democratic
Andrew Kim,36.598290598290596,95.25128205128205,21410,55722,585,New Jersey,03,Democratic
Andy Barr,11.054347826086957,28.39855072463768,3051,7838,276,Kentucky,06,Republican
Andy Biggs,9.95,22.883333333333333,597,1373,60,Arizona,05,Republican
Andy Levin,2.923943661971831,8.033802816901408,1038,2852,355,Michigan,09,Democratic
Angel Cadena,0.2898550724637681,0.6376811594202898,20,44,69,Connecticut,03,Republican
Angie Craig,22.66866028708134,71.20813397129187,18951,59530,836,Minnesota,02,Democratic
Anita Malik,9.282644628099174,21.747107438016528,5616,13157,605,Arizona,06,Democratic
Ann Kirkpatrick,10.297814207650273,28.387978142076502,3769,10390,366,Arizona,02,Democratic
Ann Wagner,5.4186046511627906,17.941860465116278,466,1543,86,Missouri,02,Republican
Anna Eshoo,0.36363636363636365,1.4545454545454546,4,16,11,California,18,Democratic
Annie Kuster,4.3359375,12.5625,555,1608,128,New Hampshire,02,Democratic
Anthony Brindisi,22.6156462585034,65.01190476190476,13298,38227,588,New York,22,Democratic
Anthony Brown,5.0625,14.75,81,236,16,Maryland,04,Democratic
Anthony Flaccavento,3.9148073022312375,11.614604462474645,1930,5726,493,Virginia,09,Democratic
Anthony Gonzalez,8.314878892733564,66.93425605536332,2403,19344,289,Ohio,16,Republican
Antonio Delgado,14.779231398201144,46.60670482420278,18075,57000,1223,New York,19,Democratic
Antonio Sabato Jr.,35.73,84.83,3573,8483,100,California,26,Republican
Archie Parnell,91.3859649122807,157.44444444444446,31254,53846,342,South Carolina,05,Democratic
Art Robinson,1.9285714285714286,2.4107142857142856,108,135,56,Oregon,04,Republican
Audrey Denney,18.288,43.824,6858,16434,375,California,01,Democratic
Ava Pate,4.557971014492754,6.8731884057971016,3774,5691,828,Texas,18,Republican
Ayanna Pressley,21.81531853972799,94.2083035075161,30476,131609,1397,Massachusetts,07,Democratic
Barbara Comstock,9.063613231552162,24.96437659033079,3562,9811,393,Virginia,10,Republican
Barbara Lee,5.977829638273046,19.18086347724621,5123,16438,857,California,13,Democratic
Barry Loudermilk,1.0842105263157895,4.378947368421053,103,416,95,Georgia,11,Republican
Beau Liegeois,6.316582914572864,14.597989949748744,1257,2905,199,Wisconsin,08,Democratic
Ben Cline,65.44029850746269,152.32089552238807,8769,20411,134,Virginia,06,Republican
Ben McAdams,20.23008849557522,81.23893805309734,2286,9180,113,Utah,04,Democratic
Ben Ray Lujan,4.155172413793103,13.39655172413793,241,777,58,New Mexico,03,Democratic
Betsy Londrigan,19.035190615835777,54.29032258064516,6491,18513,341,Illinois,13,Democratic
Betsy Rader,17.944816053511705,39.986622073578594,10731,23912,598,Ohio,14,Democratic
Betty McCollum,1.9832134292565948,3.4556354916067145,827,1441,417,Minnesota,04,Democratic
Beverly Goldstein,36.34897959183674,44.05510204081633,17811,21587,490,Ohio,11,Republican
Bibiana Boerio,11.824742268041238,20.95876288659794,1147,2033,97,Pennsylvania,14,Democratic
Bill Flores,1.1111111111111112,2.3641975308641974,360,766,324,Texas,17,Republican
Bill Foster,0.8,2.8,28,98,35,Illinois,11,Democratic
Bill Johnson,0.75,3.4305555555555554,54,247,72,Ohio,06,Republican
Bill Keating,2.9285714285714284,6.982142857142857,164,391,56,Massachusetts,09,Democratic
Bill Pascrell,1.25,5.5,10,44,8,New Jersey,09,Democratic
Billy Long,0.38333333333333336,1.7916666666666667,92,430,240,Missouri,07,Republican
Blaine Luetkemeyer,1.1448275862068966,3.5517241379310347,166,515,145,Missouri,03,Republican
Bob Gibbs,2.3714285714285714,5.771428571428571,83,202,35,Ohio,07,Republican
Bob Latta,0.9680851063829787,3.265957446808511,91,307,94,Ohio,05,Republican
Bob Rackleff,1.4705882352941178,3.606811145510836,475,1165,323,Florida,02,Democratic
Bobby Scott,7.076923076923077,19.307692307692307,92,251,13,Virginia,03,Democratic
Brad Schneider,2.7160493827160495,13.08641975308642,220,1060,81,Illinois,10,Democratic
Brad Wenstrup,1.9345238095238095,10.357142857142858,325,1740,168,Ohio,02,Republican
Bradley Byrne,1.7424242424242424,5.318181818181818,115,351,66,Alabama,01,Republican
Brandon Brown,4.298969072164948,5.829896907216495,834,1131,194,South Carolina,04,Democratic
Brenda Lawrence,5.411347517730497,17.77304964539007,763,2506,141,Michigan,14,Democratic
Brendan Kelly,10.469072164948454,27.371134020618555,4062,10620,388,Illinois,12,Democratic
Brent Ottaway,8.018867924528301,13.679245283018869,425,725,53,Pennsylvania,13,Democratic
Brett Guthrie,1.0,8.0,9,72,9,Kentucky,02,Republican
Brian Babin,0.20689655172413793,2.896551724137931,6,84,29,Texas,36,Republican
Brian Evans,1.345,6.275,269,1255,200,Hawaii,02,Republican
Brian Fitzpatrick,2.9935064935064934,7.454545454545454,461,1148,154,Pennsylvania,01,Republican
Brian Higgins,2.2,8.8,44,176,20,New York,26,Democratic
Brian Mast,16.857142857142858,43.357142857142854,236,607,14,Florida,18,Republican
Bruce Poliquin,9.333333333333334,23.5,112,282,12,Maine,02,Republican
Bruce Westerman,0.554945054945055,2.5824175824175826,101,470,182,Arkansas,04,Republican
Bryan Leib,0.5630733944954128,2.853211009174312,982,4976,1744,Pennsylvania,03,Republican
Bryan Steil,2.175059952038369,10.585131894484412,907,4414,417,Wisconsin,01,Republican
Bryan Witt,6.144796380090498,14.294117647058824,1358,3159,221,California,27,Democratic
Cam Cavasso,2.076923076923077,2.8461538461538463,27,37,13,Hawaii,01,Republican
Candius Stearns,2.2098765432098766,7.216049382716049,358,1169,162,Michigan,09,Republican
Carlos Curbelo,13.415441176470589,34.49264705882353,7298,18764,544,Florida,26,Republican
Carol Miller,9.959016393442623,19.934426229508198,1215,2432,122,West Virginia,03,Republican
Carolyn Bourdeaux,55.72,89.03384615384616,36218,57872,650,Georgia,07,Democratic
Carolyn Long,23.302486187845304,51.80110497237569,16871,37504,724,Washington,03,Democratic
Carolyn Maloney,62.14545454545455,122.5050505050505,30762,60640,495,New York,12,Democratic
Casper Stockham,1.7894736842105263,8.709382151029748,782,3806,437,Colorado,01,Republican
Catherine Krantz,2.769881556683587,4.959390862944162,1637,2931,591,Texas,04,Democratic
Cathy Albro,3.0795454545454546,11.022727272727273,271,970,88,Michigan,03,Democratic
Cathy McMorris Rodgers,2.453488372093023,8.906976744186046,844,3064,344,Washington,05,Republican
Cedric Richmond,2.5,9.788461538461538,130,509,52,Louisiana,02,Democratic
Charles Fleischmann,0.9836065573770492,4.016393442622951,60,245,61,Tennessee,03,Republican
Charlie Crist,14.66326530612245,69.78571428571429,1437,6839,98,Florida,13,Democratic
Charlotte Bergmann,12.921725239616613,16.457667731629392,16178,20605,1252,Tennessee,09,Republican
Cheri Bustos,6.807017543859649,20.350877192982455,776,2320,114,Illinois,17,Democratic
Chintan Desai,9.765753424657534,22.424657534246574,7129,16370,730,Arkansas,01,Democratic
Chip Roy,6.289638932496075,17.277864992150707,8013,22012,1274,Texas,21,Republican
Chris Collins,5.258064516129032,16.774193548387096,163,520,31,New York,27,Republican
Chris Hunter,13.46056782334385,27.993690851735014,4267,8874,317,Florida,12,Democratic
Chris Pappas,9.834454912516824,27.47106325706595,7307,20411,743,New Hampshire,01,Democratic
Chris Peters,0.7317073170731707,3.1463414634146343,60,258,82,Iowa,02,Republican
Chris Stewart,1.4038461538461537,4.346153846153846,146,452,104,Utah,02,Republican
Chrissy Houlahan,49.79552715654952,145.69009584664536,15586,45601,313,Pennsylvania,06,Democratic
Christian Valiente,1.21875,2.6145833333333335,117,251,96,California,35,Republican
Christine Brown,15.175141242937853,30.084745762711865,2686,5325,177,Washington,04,Democratic
Christopher DePizzo,2.3865546218487395,6.651260504201681,1136,3166,476,Ohio,13,Republican
Chuck Enderlin,3.207612456747405,5.698961937716263,1854,3294,578,Georgia,03,Democratic
Cindy Axne,12.015625,30.713541666666668,4614,11794,384,Iowa,03,Democratic
Clarke Tucker,13.5247311827957,45.52903225806452,6289,21171,465,Arkansas,02,Democratic
Claudia Tenney,7.7784810126582276,21.104430379746834,2458,6669,316,New York,22,Republican
Clay Higgins,3.5,6.5,14,26,4,Louisiana,03,Republican
Clint Koble,4.889570552147239,7.975460122699387,797,1300,163,Nevada,02,Democratic
Colin Allred,28.7723292469352,90.7215411558669,16429,51802,571,Texas,32,Democratic
Collin Peterson,6.421052631578948,17.789473684210527,122,338,19,Minnesota,07,Democratic
Conor Lamb,1005.7311827956989,2804.9032258064517,280599,782568,279,Pennsylvania,17,Democratic
Cort VanOstran,16.561448900388097,54.38292367399741,12802,42038,773,Missouri,02,Democratic
Courtney Tritch,8.42962962962963,20.47962962962963,4552,11059,540,Indiana,03,Democratic
Craig Cameron,2.923076923076923,7.923076923076923,38,103,13,Illinois,07,Republican
Cresent Hardy,3.533333333333333,12.013333333333334,265,901,75,Nevada,04,Republican
Dan David,1.3532338308457712,3.3582089552238807,272,675,201,Pennsylvania,04,Republican
Dan DeBono,104.12814070351759,247.35175879396985,41443,98446,398,New York,03,Republican
Dan Feehan,20.257294429708224,57.89655172413793,7637,21827,377,Minnesota,01,Democratic
Dan Kildee,12.309859154929578,36.69718309859155,1748,5211,142,Michigan,05,Democratic
Dan Kohl,15.480978260869565,26.77173913043478,5697,9852,368,Wisconsin,06,Democratic
Dan McCready,30.276470588235295,85.67647058823529,10294,29130,340,North Carolina,09,Democratic
Dan Meuser,1.0546623794212218,4.163987138263666,328,1295,311,Pennsylvania,09,Republican
Dan Wood,8.0,15.290322580645162,1488,2844,186,Texas,05,Democratic
Dana Balter,12.982,35.8,6491,17900,500,New York,24,Democratic
Dana Rohrabacher,52.92156862745098,120.05882352941177,2699,6123,51,California,48,Republican
Daniel Crenshaw,30.983870967741936,98.04838709677419,7684,24316,248,Texas,02,Republican
Daniel Donovan,7.44,19.96,2232,5988,300,New York,11,Republican
Danielle Mitchell,13.899103139013453,30.706278026905828,6199,13695,446,Tennessee,03,Democratic
Danner Kline,23.058282208588956,52.25153374233129,7517,17034,326,Alabama,06,Democratic
Danny O'Connor,163.34470588235294,412.4682352941176,138843,350598,850,Ohio,12,Democratic
Danny Tarkanian,19.785813630041723,45.44089012517385,14226,32672,719,Nevada,03,Republican
Darren Soto,6.366666666666666,19.291666666666668,764,2315,120,Florida,09,Democratic
Daryl Kipnis,16.097995545657014,33.51447661469933,7228,15048,449,New Jersey,12,Republican
Dave Hughes,85.01033591731266,133.19379844961242,32899,51546,387,Minnesota,07,Republican
Dave Loebsack,4.617647058823529,16.823529411764707,157,572,34,Iowa,02,Democratic
David Brat,29.100456621004565,67.35616438356165,6373,14751,219,Virginia,07,Republican
David Brill,15.05940594059406,35.02121640735502,10647,24760,707,Arizona,04,Democratic
David Cicilline,112.04432132963989,365.2012927054478,121344,395513,1083,Rhode Island,01,Democratic
David Holden,24.710526315789473,68.95215311004785,10329,28822,418,Florida,19,Democratic
David Kustoff,5.313432835820896,16.28358208955224,356,1091,67,Tennessee,08,Republican
David Rouzer,1.3,1.91,130,191,100,North Carolina,07,Republican
David Schweikert,3.4,7.0,17,35,5,Arizona,06,Republican
David Shapiro,42.75675675675676,71.47297297297297,9492,15867,222,Florida,16,Democratic
David Smalling,0.45,0.86,45,86,100,Texas,35,Republican
David Trone,39.38785046728972,121.71495327102804,16858,52094,428,Maryland,06,Democratic
David Wilson Brown,7.313253012048193,9.771084337349398,1214,1622,166,North Carolina,10,Democratic
David Young,3.494047619047619,11.482142857142858,587,1929,168,Iowa,03,Republican
Dawn Barlow,6.562867215041128,15.592244418331374,5585,13269,851,Tennessee,06,Democratic
Dayna Steele,7.838655462184874,24.02436974789916,18656,57178,2380,Texas,36,Democratic
Dean Phillips,58.4294670846395,185.06896551724137,18639,59037,319,Minnesota,03,Democratic
Debbie Dingell,3.0,13.0,48,208,16,Michigan,12,Democratic
Debbie Lesko,11.429667519181585,23.10997442455243,4469,9036,391,Arizona,08,Republican
Debbie Mucarsel-Powell,20.66162570888469,51.27599243856333,10930,27125,529,Florida,26,Democratic
Debbie Wasserman Schultz,58.88947368421053,207.28947368421052,11189,39385,190,Florida,23,Democratic
Debra Haaland,32.757620817843865,81.41710037174721,44059,109506,1345,New Mexico,01,Democratic
Dee Thornton,7.465408805031447,24.48427672955975,1187,3893,159,Indiana,05,Democratic
Denise Adams,36.274436090225564,56.12406015037594,38596,59716,1064,North Carolina,05,Democratic
Denny Wolff,4.694656488549619,5.6603053435114505,1230,1483,262,Pennsylvania,09,Democratic
Denver Riggleman,7.987804878048781,20.96951219512195,2620,6878,328,Virginia,05,Republican
Derek Kilmer,0.9097744360902256,2.954887218045113,121,393,133,Washington,06,Democratic
Diana DeGette,1.7391304347826086,5.434782608695652,80,250,46,Colorado,01,Democratic
Diane Harkey,14.133333333333333,25.466666666666665,636,1146,45,California,49,Republican
Diane Mitsch Bush,4.073099415204679,11.064327485380117,1393,3784,342,Colorado,03,Democratic
Dino Rossi,11.533333333333333,36.77777777777778,1038,3310,90,Washington,08,Republican
Don Young,0.6666666666666666,4.533333333333333,10,68,15,Alaska,00,Republican
Donald McEachin,4.47457627118644,11.813559322033898,264,697,59,Virginia,04,Democratic
Donald Norcross,0.7114093959731543,3.0939597315436242,106,461,149,New Jersey,01,Democratic
Donna Shalala,63.52530120481928,167.99036144578312,26363,69716,415,Florida,27,Democratic
Doris Matsui,0.9901960784313726,3.9607843137254903,101,404,102,California,06,Democratic
Doug Bennett,1.345679012345679,2.3580246913580245,109,191,81,Illinois,10,Republican
Doug Collins,9.760416666666666,28.65625,1874,5502,192,Georgia,09,Republican
Doug LaMalfa,3.5,7.583333333333333,42,91,12,California,01,Republican
Drew Ferguson,1.5384615384615385,5.846153846153846,80,304,52,Georgia,03,Republican
Dusty Johnson,1.9318181818181819,9.681818181818182,85,426,44,South Dakota,00,Republican
Dwight Evans,4.298472385428907,7.188014101057579,3658,6117,851,Pennsylvania,03,Democratic
"Earl ""Buddy"" Carter",1.6666666666666667,3.5733333333333333,125,268,75,Georgia,01,Republican
Earl Blumenauer,50.6705069124424,160.11290322580646,21991,69489,434,Oregon,03,Democratic
Ed Perlmutter,4.53030303030303,13.712121212121213,598,1810,132,Colorado,07,Democratic
Eddie Edwards,15.103797468354431,29.47848101265823,5966,11644,395,New Hampshire,01,Republican
Elaine Luria,28.31934731934732,73.87179487179488,12149,31691,429,Virginia,02,Democratic
Elijah Cummings,2.28125,4.21875,73,135,32,Maryland,07,Democratic
Elise Stefanik,4.671586715867159,21.865313653136532,2532,11851,542,New York,21,Republican
Elissa Slotkin,53.87290969899666,136.62876254180603,16108,40852,299,Michigan,08,Democratic
Elizabeth Heng,95.50943396226415,190.20754716981133,20248,40324,212,California,16,Republican
Emanuel Cleaver,1.1403508771929824,2.8421052631578947,260,648,228,Missouri,05,Democratic
Eric Holguin,14.64,29.855,2928,5971,200,Texas,27,Democratic
Eric Swalwell,73.29498525073747,190.7212389380531,49694,129309,678,California,15,Democratic
Erik Paulsen,5.4033613445378155,14.983193277310924,643,1783,119,Minnesota,03,Republican
Flynn Broady Jr.,4.6929460580912865,5.551867219917012,1131,1338,241,Georgia,11,Democratic
Francis Rooney,0.7046979865771812,2.785234899328859,105,415,149,Florida,19,Republican
Francys Johnson,3.8777292576419216,8.179039301310043,888,1873,229,Georgia,12,Democratic
Frank McNeill,5.899328859060403,14.228187919463087,879,2120,149,North Carolina,08,Democratic
Frank Pallone,3.1686746987951806,9.55421686746988,263,793,83,New Jersey,06,Democratic
Fred Upton,1.1384615384615384,5.746153846153846,148,747,130,Michigan,06,Republican
French Hill,3.8524590163934427,11.081967213114755,235,676,61,Arkansas,02,Republican
Garret Graves,0.5714285714285714,6.0,4,42,7,Louisiana,06,Republican
Gary Palmer,2.1578947368421053,7.473684210526316,82,284,38,Alabama,06,Republican
George Buck,0.45263157894736844,1.4105263157894736,43,134,95,Florida,13,Republican
George McDermott,0.043478260869565216,0.391304347826087,1,9,23,Maryland,04,Republican
George Scott,6.701711491442543,14.58924205378973,2741,5967,409,Pennsylvania,10,Democratic
